freq,unit,hhtyp,geo\TIME_PERIOD	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,PC_HH,ALL_NDCH,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88.02 	: 	: 	91.59 b	: 	95.07 	: 	98.34 	: 	99.59 	: 
A,PC_HH,ALL_NDCH,CY	: 	: 	48.77 	24.37 	27.87 	31.26 	33.34 	41.80 	41.19 	47.27 	52.26 	55.68 	59.10 	63.73 	66.34 	73.19 	80.88 	85.32 	89.86 	91.23 	92.26 	89.91 	92.95 
A,PC_HH,ALL_NDCH,CZ	: 	: 	11.27 	11.00 	18.64 	28.99 	39.35 	40.72 	52.58 	59.11 	65.07 	64.31 	71.88 	72.63 	75.85 	78.15 	81.29 	82.80 	83.67 	85.23 	88.18 	90.25 	92.49 
A,PC_HH,ALL_NDCH,DE	37.76 	44.99 	52.78 	55.85 	61.16 	65.27 	69.70 	74.62 	78.74 	79.62 	82.14 	84.94 	86.90 	87.87 	90.23 	91.07 	92.95 	93.56 	94.73 	90.03 b	89.68 	89.93 	91.15 
A,PC_HH,ALL_NDCH,DK	: 	: 	: 	: 	: 	72.85 	76.42 	78.32 	82.71 	87.80 	89.62 	90.35 	91.65 	89.89 	93.14 	96.11 	91.28 	94.55 	94.34 	95.30 	94.35 	95.34 	96.30 
A,PC_HH,ALL_NDCH,EA	: 	: 	: 	45.15 	45.53 	51.40 	56.14 	61.03 	65.60 	67.96 	71.17 	74.38 	76.95 	78.57 	81.67 	83.49 	86.02 	87.93 	89.85 e	90.71 b	90.75 	91.34 	92.31 
A,PC_HH,ALL_NDCH,EE	: 	: 	16.79 	30.77 	35.91 	42.64 	46.35 	50.75 	57.55 	61.01 	65.86 	72.33 	77.66 b	83.45 	81.28 	84.11 	87.04 	86.90 	86.53 	88.86 	89.85 	90.88 	90.51 
A,PC_HH,ALL_NDCH,EL	8.25 	11.03 	11.66 	19.51 	20.08 	21.44 	26.14 	32.25 	39.33 	41.83 	45.78 	49.23 	59.24 	62.27 	62.98 	65.17 	70.57 	73.22 	75.66 	80.78 	82.19 	84.15 	84.50 
A,PC_HH,ALL_NDCH,ES	: 	: 	: 	31.56 	33.09 	38.11 	43.79 	46.67 	51.16 	56.09 	60.25 	63.49 	68.18 	72.74 	76.33 	78.62 	82.10 	88.48 	93.69 	94.50 	94.74 	95.29 	95.98 
A,PC_HH,ALL_NDCH,EU15	: 	39.60 	43.49 	47.44 	48.03 	54.10 	58.80 	63.62 	67.92 	70.37 	73.83 	77.15 	79.27 	80.89 	83.97 	85.61 	87.55 	: 	: 	: 	: 	: 	: 
A,PC_HH,ALL_NDCH,EU25	: 	: 	38.16 	43.27 	45.16 	51.35 	56.32 	61.57 	65.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,ALL_NDCH,EU27_2007	: 	: 	37.42 	43.27 	44.07 	49.77 	54.73 	60.03 	64.38 	67.27 	70.91 	74.05 	76.39 	78.26 	81.59 	83.40 	85.68 	: 	: 	: 	: 	: 	: 
A,PC_HH,ALL_NDCH,EU27_2020	: 	: 	: 	: 	: 	47.76 	52.86 	58.24 	62.77 	65.70 	69.08 	71.97 	74.67 	76.72 	80.09 	82.00 	84.60 	86.78 	88.85 e	90.05 b	90.44 	91.20 	92.56 
A,PC_HH,ALL_NDCH,EU28	: 	: 	: 	: 	: 	49.63 	54.60 	59.90 	64.25 	67.15 	70.81 	73.90 	76.28 	78.20 	81.50 	83.30 	85.61 	87.72 	: 	: 	: 	: 	: 
A,PC_HH,ALL_NDCH,FI	36.31 	39.49 	42.19 	45.99 	55.01 	63.08 	65.50 	72.73 	74.82 	79.43 	83.42 	86.47 	87.43 	87.48 	90.07 	93.07 	93.21 	93.14 	95.01 	95.83 	97.05 	96.13 	96.65 
A,PC_HH,ALL_NDCH,FR	: 	: 	: 	: 	: u	46.15 	52.57 	59.93 	65.52 	67.41 	72.73 	75.21 	76.76 	77.26 	81.56 	82.52 	85.09 	87.25 	: 	91.23 	90.27 	91.46 	92.95 
A,PC_HH,ALL_NDCH,HR	: 	: 	: 	: 	: 	32.59 	37.55 	42.80 	47.16 	52.37 	57.85 	56.49 	59.24 	68.68 	68.14 	68.51 	75.15 	75.23 	81.18 	81.41 	81.97 	85.51 	85.31 
A,PC_HH,ALL_NDCH,HU	: 	: 	8.63 	19.37 	28.23 	33.17 	40.39 	46.74 	52.06 	57.19 	60.42 	62.48 	66.41 	69.69 	73.68 	77.83 	78.85 	82.13 	83.98 	87.94 	89.52 	90.41 	93.10 
A,PC_HH,ALL_NDCH,IE	: 	25.71 	30.40 	40.83 	42.87 	49.19 	54.93 	58.62 	63.86 	70.18 	73.02 	74.67 	75.30 	77.97 	80.24 	81.56 	84.08 	86.38 	90.17 	96.76 b	: u	90.31 	90.90 
A,PC_HH,ALL_NDCH,IS	: 	: 	66.32 	76.24 	74.88 	76.52 	82.05 	84.74 	86.48 	88.89 	92.30 	94.67 	94.85 	: 	: 	97.02 	98.81 	96.56 	97.98 	98.36 	: 	: 	: 
A,PC_HH,ALL_NDCH,IT	18.41 	29.44 	30.17 	33.30 	35.18 	38.36 	41.33 	47.44 	52.65 	54.64 	57.19 	62.92 	66.86 	69.88 	73.53 	76.46 	80.60 	81.37 	84.87 	87.82 	89.21 	89.80 	91.74 
A,PC_HH,ALL_NDCH,LT	: 	: 	6.27 	12.47 	26.08 	32.69 	38.80 	51.02 	51.70 	50.33 	49.76 	55.37 	56.88 	60.34 	63.35 	67.84 	71.90 	75.74 	76.69 	82.63 	84.06 	85.38 	87.92 
A,PC_HH,ALL_NDCH,LU	30.84 	35.37 	52.59 	60.29 	64.28 	69.28 	75.86 	83.63 	87.37 	87.89 	92.05 	92.86 	94.49 	96.01 	96.40 	96.64 	92.32 b	93.96 	91.80 	98.81 	96.94 	98.71 	98.34 
A,PC_HH,ALL_NDCH,LV	: 	: 	10.35 	25.71 	34.73 	42.60 	44.21 	49.99 	51.80 	55.49 	60.11 	63.82 	65.80 	69.14 	71.35 b	72.54 	76.62 	81.29 	86.56 	88.69 	88.94 	91.05 	: 
A,PC_HH,ALL_NDCH,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47.39 	: 	: 	: 	: 	63.09 	64.34 	66.26 	74.37 	75.17 	76.70 	76.65 	80.19 
A,PC_HH,ALL_NDCH,MK	: 	: 	10.31 	: 	11.83 	: 	28.14 	38.51 	39.72 	: 	52.00 	56.13 	60.18 	61.23 	68.81 	65.49 	71.85 	74.14 	71.45 	77.19 	: 	: 	87.26 
A,PC_HH,ALL_NDCH,MT	: 	: 	: 	33.75 	53.41 	46.65 	51.52 	56.87 	62.43 	68.91 	70.76 	73.65 	74.23 	76.57 	77.00 	80.60 	80.19 	83.40 	87.85 	88.02 	91.43 	91.77 	94.50 
A,PC_HH,ALL_NDCH,NL	: 	: 	: 	73.17 	74.41 	77.83 	81.69 	86.19 	88.16 	91.51 	91.83 	92.99 	94.72 	95.06 	95.84 	97.72 	97.58 	97.97 	96.34 	98.30 	98.16 	98.75 	98.87 
A,PC_HH,ALL_NDCH,NO	: 	52.04 	49.40 	58.13 	62.56 	71.83 	76.99 	79.85 	85.94 	89.08 	89.79 	92.54 	90.92 	95.86 	96.12 	95.69 	94.84 	97.89 	95.06 	98.74 	98.71 	99.01 	97.97 
A,PC_HH,ALL_NDCH,PL	: 	: 	18.68 	27.10 	30.74 	35.36 	40.91 	50.09 	53.72 	56.00 	60.00 	61.17 	65.17 	66.48 	71.90 	73.27 	77.00 	80.44 	85.94 	88.84 	90.46 	90.32 	94.25 
A,PC_HH,ALL_NDCH,PT	: 	13.75 	16.32 	28.67 	30.04 	33.48 	38.98 	38.62 	44.44 	49.01 	51.82 	52.81 	55.74 	61.87 	66.05 	70.22 	74.56 	76.50 	80.78 	84.82 	85.72 	86.86 	88.64 
A,PC_HH,ALL_NDCH,RO	: 	: 	: 	: 	12.24 	19.84 	25.79 	32.73 	36.94 	40.42 	49.61 	53.64 	54.14 b	62.65 	66.65 	69.71 	75.37 	78.55 	82.04 	84.03 	86.13 	88.66 	92.65 
A,PC_HH,ALL_NDCH,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52.70 	: 	59.91 	66.77 	73.98 	75.32 	77.00 	79.16 	90.13 	86.82 
A,PC_HH,ALL_NDCH,SE	: 	: 	: 	66.20 	72.05 	73.70 	80.46 	82.16 	84.89 	87.73 	88.54 	89.92 	86.43 	88.72 	92.37 b	93.27 	91.26 	95.00 	92.03 	92.57 	93.59 	94.18 	95.09 
A,PC_HH,ALL_NDCH,SI	: 	: 	27.99 	: u	46.50 	48.35 	49.53 	55.74 	58.71 	65.20 	66.28 	68.53 	70.00 	70.08 	71.71 	75.38 	81.69 	85.44 	86.75 	91.27 	90.17 	91.72 	92.20 
A,PC_HH,ALL_NDCH,SK	: 	: 	18.79 	16.70 	22.98 	39.28 	50.71 	53.97 	59.87 	63.41 	68.75 	71.20 	71.63 	73.47 	75.06 	75.53 	76.07 	77.10 	83.68 	87.07 	87.25 	87.37 	88.13 
A,PC_HH,ALL_NDCH,TR	: 	: 	6.07 	: 	: 	19.49 	25.75 	29.80 	40.51 	: 	45.85 	46.06 	: 	: 	: 	: 	: 	: 	85.32 	: 	90.35 	92.64 	94.24 
A,PC_HH,ALL_NDCH,UK	42.98 	48.58 	48.07 	54.67 	56.73 	63.11 	66.85 	71.63 	74.88 	77.97 	83.39 	88.05 	87.65 	88.79 	91.34 	92.27 	92.87 	94.31 	96.17 	: 	: 	: 	: 
A,PC_HH,ALL_NDCH,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	87.60 	92.13 	92.19 	95.01 	: 	: 	: 	: 
A,PC_HH,A_GE3,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	94.18 	: 	94.66 	96.15 	99.94 	99.84 	: 
A,PC_HH,A_GE3,AT	43.17 	51.95 	50.75 	59.11 	68.44 	74.11 	84.52 	86.81 	89.53 	90.00 	90.34 	92.53 	91.56 	92.55 	94.25 	96.69 	93.33 	95.28 	97.16 	98.38 	98.65 	98.22 	98.20 
A,PC_HH,A_GE3,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	81.85 	77.79 	85.49 	77.50 	: 	90.90 	93.51 
A,PC_HH,A_GE3,BE	: 	: 	: 	73.75 	78.48 	83.15 	86.28 	89.49 	92.17 	91.14 	92.77 	94.67 	94.71 	94.63 	95.31 	96.46 	95.92 	97.71 	97.92 	98.67 	98.63 	98.40 	98.89 
A,PC_HH,A_GE3,BG	: 	: 	15.74 	: 	: 	34.66 	44.48 	57.40 	58.51 	67.93 	71.03 	75.70 	81.32 	78.80 	84.41 	87.96 	91.09 	91.78 	93.15 	96.28 	96.69 	98.36 	96.35 
A,PC_HH,A_GE3,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97.35 	: 	: 	97.87 b	: 	98.06 	: 	99.75 	: 	99.88 	: 
A,PC_HH,A_GE3,CY	: 	: 	52.49 	49.80 	47.63 	53.76 	52.09 	65.27 	67.79 	77.93 	76.02 	81.10 	86.95 	85.96 	90.22 	92.39 	96.53 	97.15 	99.54 	98.28 	99.90 	98.30 	99.49 
A,PC_HH,A_GE3,CZ	: 	: 	21.30 	24.41 	30.65 	50.74 	66.40 	63.84 	79.81 	85.13 	88.04 	87.15 	91.42 	91.15 	93.49 	95.41 	96.09 	96.82 	97.01 	96.77 	99.12 	97.58 	98.90 
A,PC_HH,A_GE3,DE	59.82 	77.15 	81.00 	85.09 	89.66 	91.91 	93.24 	93.80 	96.84 	97.28 	97.76 	98.63 	98.96 	99.07 	98.76 	99.32 	99.30 	99.57 	99.57 	97.56 b	96.38 	97.08 	96.46 
A,PC_HH,A_GE3,DK	: 	: 	: 	: 	: 	95.47 	93.25 	94.13 	98.02 	96.98 	97.59 	96.95 	96.44 	93.69 	99.22 	98.72 	95.40 	98.82 	99.46 	98.27 	97.01 	98.26 	97.47 
A,PC_HH,A_GE3,EA	: 	: 	: 	59.65 	63.46 	68.77 	72.76 	77.07 	81.26 	83.72 	86.01 	88.34 	90.70 	92.02 	93.15 	93.95 	94.92 	95.45 	96.58 e	97.47 b	97.59 	97.47 	97.49 
A,PC_HH,A_GE3,EE	: 	: 	26.07 	58.80 	63.37 	72.27 	78.61 	82.25 	87.77 	88.93 	89.66 	92.98 	95.51 b	96.83 	97.30 	97.34 	95.80 	97.79 	96.93 	98.45 	98.61 	98.50 	98.36 
A,PC_HH,A_GE3,EL	10.59 	16.65 	18.77 	29.57 	32.70 	35.56 	41.57 	53.13 	58.90 	62.94 	71.29 	72.44 	77.31 	81.47 	83.19 	84.10 	88.81 	90.41 	93.15 	93.87 	95.35 	95.96 	93.98 
A,PC_HH,A_GE3,ES	: 	: 	: 	44.93 	50.43 	57.51 	62.89 	65.90 	70.78 	76.29 	79.63 	81.54 	85.08 	88.09 	91.13 	91.59 	93.26 	95.30 	97.82 	97.80 	98.18 	97.98 	98.41 
A,PC_HH,A_GE3,EU15	: 	50.99 	57.90 	61.85 	65.35 	70.36 	74.80 	78.91 	82.88 	85.30 	87.82 	88.45 	91.70 	93.04 	94.18 	95.01 	95.48 	: 	: 	: 	: 	: 	: 
A,PC_HH,A_GE3,EU25	: 	: 	52.13 	57.20 	61.72 	68.19 	73.54 	78.52 	82.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,A_GE3,EU27_2007	: 	: 	50.57 	57.20 	60.29 	66.20 	71.68 	77.00 	81.14 	84.00 	86.26 	87.09 	90.53 	92.17 	93.52 	94.53 	95.19 	: 	: 	: 	: 	: 	: 
A,PC_HH,A_GE3,EU27_2020	: 	: 	: 	: 	: 	64.90 	70.16 	75.57 	79.97 	82.87 	84.95 	87.00 	89.72 	91.31 	92.76 	93.82 	94.80 	95.61 	96.68 e	97.53 b	97.65 	97.58 	97.78 
A,PC_HH,A_GE3,EU28	: 	: 	: 	: 	: 	66.05 	71.52 	76.85 	81.08 	83.94 	86.26 	87.09 	90.46 	92.10 	93.45 	94.47 	95.15 	95.99 	: 	: 	: 	: 	: 
A,PC_HH,A_GE3,FI	68.15 	66.27 	65.95 	74.90 	79.74 	88.72 	91.59 	91.68 	92.29 	96.26 	98.26 	96.03 	96.79 	99.38 	98.02 	98.35 	99.02 	96.48 	97.71 	99.65 	99.25 	96.49 	100.00 
A,PC_HH,A_GE3,FR	: 	: 	: 	: 	: u	65.41 	70.63 	79.56 	85.20 	86.52 	88.92 	90.59 	94.93 	94.93 	93.42 	94.94 	95.17 	95.22 	: 	98.64 	97.76 	97.49 	97.42 
A,PC_HH,A_GE3,HR	: 	: 	: 	: 	: 	55.12 	59.50 	66.15 	77.21 	79.63 	85.98 	87.36 	85.33 	87.21 	88.81 	90.36 	92.53 	93.46 	94.75 	96.27 	93.98 	97.80 	93.84 
A,PC_HH,A_GE3,HU	: 	: 	19.16 	31.88 	45.29 	53.77 	67.04 	75.06 	81.27 	85.36 	86.94 	88.13 	90.73 	92.56 	93.27 	94.79 	94.64 	95.89 	96.64 	97.79 	98.61 	97.96 	98.77 
A,PC_HH,A_GE3,IE	: 	39.33 	46.26 	59.13 	59.98 	65.72 	75.17 	80.40 	85.43 	88.08 	89.77 	91.84 	93.58 	94.79 	94.39 	95.02 	97.53 	95.58 	93.67 	99.31 b	: u	97.98 	98.26 
A,PC_HH,A_GE3,IS	: 	: 	83.67 	92.31 	96.63 	95.71 	93.79 	97.29 	98.58 	99.00 	97.88 	99.30 	99.29 	: 	: 	99.41 	99.62 	100.00 	99.24 	99.67 	: 	: 	: 
A,PC_HH,A_GE3,IT	34.84 	42.72 	48.07 	53.35 	57.59 	62.07 	64.68 	72.16 	77.22 	78.31 	80.87 	86.07 	88.54 	89.74 	92.21 	92.46 	94.23 	93.96 	95.82 	97.22 	98.02 	97.29 	97.94 
A,PC_HH,A_GE3,LT	: 	: 	13.69 	33.77 	59.13 	73.93 	78.19 	86.26 	85.62 	87.48 	88.06 	91.50 	85.98 	88.73 	89.11 	89.76 	91.21 	94.19 	95.34 	95.28 	95.57 	96.71 	98.53 
A,PC_HH,A_GE3,LU	39.98 	59.09 	67.43 	84.72 	88.20 	86.76 	92.31 	95.83 	98.17 	98.04 	98.52 	99.25 	99.05 	99.50 	99.51 	99.78 	96.77 b	96.67 	98.41 	98.68 	99.54 	99.01 	99.81 
A,PC_HH,A_GE3,LV	: 	: 	23.99 	45.22 	61.84 	75.19 	73.86 	77.29 	79.38 	85.90 	88.18 	87.00 	89.21 	92.04 	89.77 b	91.58 	92.53 	95.90 	95.81 	97.42 	97.89 	97.99 	: 
A,PC_HH,A_GE3,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	68.86 	: 	: 	: 	: 	85.51 	89.94 	88.16 	95.84 	97.48 	95.43 	96.05 	95.28 
A,PC_HH,A_GE3,MK	: 	: 	13.61 	: 	16.59 	: 	38.93 	52.79 	55.79 	: 	71.97 	77.01 	86.04 	84.54 	85.81 	89.58 	92.70 	94.43 	93.69 	97.53 	: 	: 	96.25 
A,PC_HH,A_GE3,MT	: 	: 	: 	52.79 	49.84 	68.98 	75.36 	78.28 	85.06 	90.20 	90.71 	91.04 	91.27 	92.71 	92.58 	94.24 	96.34 	95.13 	95.83 	97.20 	97.58 	96.82 	98.39 
A,PC_HH,A_GE3,NL	: 	: 	: 	90.51 	91.11 	96.27 	97.82 	98.60 	98.72 	98.80 	98.66 	99.14 	98.81 	98.44 	98.90 	99.60 	99.49 	99.33 	98.13 	99.41 	99.39 	99.56 	99.29 
A,PC_HH,A_GE3,NO	: 	84.98 	80.27 	89.49 	85.61 	94.99 	100.00 	98.76 	98.35 	98.29 	100.00 	100.00 	98.68 	99.56 	98.91 	99.46 	100.00 	100.00 	100.00 	99.29 	100.00 	99.42 	99.32 
A,PC_HH,A_GE3,PL	: 	: 	29.63 	44.08 	48.96 	59.18 	67.47 	78.09 	81.23 	84.31 	85.74 	86.10 	90.27 	90.80 	92.45 	93.89 	94.83 	97.15 	97.38 	98.27 	98.84 	98.30 	99.17 
A,PC_HH,A_GE3,PT	: 	22.44 	27.89 	49.75 	50.74 	56.02 	66.34 	66.01 	70.57 	76.57 	79.25 	78.85 	83.20 	86.15 	86.47 	90.08 	90.07 	90.76 	93.09 	94.36 	95.86 	95.63 	95.50 
A,PC_HH,A_GE3,RO	: 	: 	: 	: 	25.12 	34.59 	45.60 	54.84 	60.77 	65.29 	70.36 	73.80 	76.69 b	86.60 	89.58 	91.07 	93.73 	94.35 	97.56 	98.11 	96.68 	96.97 	98.60 
A,PC_HH,A_GE3,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	78.80 	: 	80.99 	81.54 	86.68 	91.21 	92.59 	94.65 	97.64 	97.54 
A,PC_HH,A_GE3,SE	: 	: 	: 	82.83 	90.05 	91.47 	96.10 	95.88 	95.35 	96.21 	98.90 	97.44 	99.41 	98.95 	97.02 b	98.53 	98.82 	100.00 	98.11 	96.57 	96.72 	97.27 	97.70 
A,PC_HH,A_GE3,SI	: 	: 	54.68 	65.28 	71.40 	77.62 	79.65 	78.83 	87.01 	89.19 	91.32 	90.23 	93.75 	94.92 	94.72 	95.18 	95.87 	96.59 	97.18 	98.28 	98.97 	98.57 	98.83 
A,PC_HH,A_GE3,SK	: 	: 	31.11 	26.03 	42.50 	64.83 	75.12 	81.71 	85.77 	89.38 	91.54 	92.33 	93.48 	95.15 	95.00 	94.24 	93.76 	92.92 	90.37 	96.38 	96.82 	97.37 	96.81 
A,PC_HH,A_GE3,TR	: 	: 	12.74 	: 	: 	30.85 	40.53 	45.47 	55.93 	: 	62.58 	62.70 	: 	: 	: 	: 	: 	: 	97.33 	: 	98.45 	99.05 	99.18 
A,PC_HH,A_GE3,UK	53.57 	60.91 	63.32 	75.77 	76.01 	78.85 	84.65 	90.02 	92.69 	93.76 	98.31 	88.17 	97.14 	98.18 	98.90 	99.63 	97.72 	99.04 	97.63 	: 	: 	: 	: 
A,PC_HH,A_GE3,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91.46 	96.13 	95.76 	97.92 	: 	: 	: 	: 
A,PC_HH,A_GE3_DCH,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91.25 	92.09 	93.80 	95.85 	100.00 	100.00 	: 
A,PC_HH,A_GE3_DCH,AT	46.82 	55.13 	61.53 	66.21 	70.98 	77.91 	86.71 	94.14 	96.39 	97.36 	95.44 	98.83 	98.40 	97.30 	98.01 	99.66 	99.36 	97.48 	97.05 	100.00 	100.00 	100.00 	100.00 
A,PC_HH,A_GE3_DCH,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	84.68 	84.98 	90.87 	93.48 	: 	95.77 	98.79 
A,PC_HH,A_GE3_DCH,BE	: 	: 	: 	77.83 	81.50 	85.24 	87.10 	89.18 	94.84 	95.09 	94.36 	96.59 	95.22 	95.98 	96.74 	95.49 	97.99 	99.08 	99.16 	97.88 	98.64 	100.00 	99.32 
A,PC_HH,A_GE3_DCH,BG	: 	: 	12.13 	: 	: 	35.33 	52.28 	54.77 	59.17 	64.58 	75.01 	71.74 	79.28 	82.48 	83.24 	84.47 	86.65 	86.46 	96.80 	95.19 	95.30 	99.34 	98.04 
A,PC_HH,A_GE3_DCH,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98.62 	: 	: 	99.54 b	: 	91.91 	: 	100.00 	: 	99.42 	: 
A,PC_HH,A_GE3_DCH,CY	: 	: 	58.80 	51.88 	61.40 	59.38 	65.66 	83.43 	87.95 	88.38 	85.75 	89.48 	91.91 	89.98 	97.04 	98.04 	100.00 	100.00 	98.40 	100.00 	100.00 	100.00 	100.00 
A,PC_HH,A_GE3_DCH,CZ	: 	: 	34.65 	33.02 	45.92 	55.96 	67.71 	88.84 	83.10 	84.90 	90.88 	92.63 	95.33 	96.02 	97.29 	96.33 	97.34 	95.69 	99.13 	99.33 	99.86 	99.78 	100.00 
A,PC_HH,A_GE3_DCH,DE	75.10 	82.71 	89.67 	84.51 	92.89 	96.20 	97.78 	98.67 	98.25 	98.11 	99.84 	99.68 	99.93 	99.41 	100.00 	100.00 	100.00 	99.99 	100.00 	98.61 b	98.57 	97.75 	100.00 
A,PC_HH,A_GE3_DCH,DK	61.32 	: 	: 	: 	: 	95.45 	96.61 	95.86 	96.91 	97.07 	99.36 	99.78 	96.91 	95.68 	95.30 	99.57 	97.50 	97.05 	95.92 	96.90 	94.04 	100.00 	99.26 
A,PC_HH,A_GE3_DCH,EA	48.39 	49.26 	: 	63.28 	66.11 	71.94 	78.06 	82.32 	86.60 	89.49 	90.86 	92.22 	93.39 	95.14 	96.32 	96.85 	97.30 	98.12 	98.28 e	99.03 b	98.95 	98.88 	99.34 
A,PC_HH,A_GE3_DCH,EE	: 	: 	31.97 	60.29 	78.71 	82.21 	88.11 	91.27 	94.65 	96.00 	97.34 	95.55 	98.66 b	99.05 	99.46 	99.67 	99.32 	99.72 	99.48 	99.88 	99.71 	100.00 	99.18 
A,PC_HH,A_GE3_DCH,EL	14.75 	18.83 	13.52 	26.27 	29.88 	33.67 	44.49 	55.07 	68.20 	71.03 	77.99 	79.72 	81.55 	83.65 	87.56 	88.63 	94.24 	94.91 	94.26 	98.64 	96.36 	97.88 	95.34 
A,PC_HH,A_GE3_DCH,ES	: 	: 	: 	45.86 	51.54 	58.64 	67.88 	70.76 	75.36 	80.04 	82.13 	84.55 	88.92 	93.48 	96.35 	94.83 	95.74 	98.75 	99.61 	99.68 	99.44 	99.72 	99.79 
A,PC_HH,A_GE3_DCH,EU15	52.32 	53.37 	63.76 	64.33 	68.60 	73.37 	79.90 	83.29 	87.72 	91.04 	92.02 	92.37 	94.06 	95.77 	96.56 	96.88 	97.72 	: 	: 	: 	: 	: 	: 
A,PC_HH,A_GE3_DCH,EU25	: 	: 	52.18 	56.04 	62.21 	68.91 	75.27 	81.81 	86.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,A_GE3_DCH,EU27_2007	: 	: 	50.48 	56.04 	57.30 	64.02 	70.23 	77.53 	81.88 	86.61 	89.01 	89.83 	92.18 	94.31 	95.43 	96.39 	97.25 	: 	: 	: 	: 	: 	: 
A,PC_HH,A_GE3_DCH,EU27_2020	: 	: 	: 	: 	: 	63.26 	69.08 	76.89 	81.16 	85.43 	88.22 	89.72 	91.56 	93.76 	95.15 	96.37 	96.99 	97.77 	98.33 e	98.90 b	98.95 	99.05 	99.35 
A,PC_HH,A_GE3_DCH,EU28	: 	: 	: 	: 	: 	63.93 	70.08 	77.37 	81.84 	86.57 	89.03 	89.87 	92.10 	94.26 	95.45 	96.37 	97.25 	97.99 	: 	: 	: 	: 	: 
A,PC_HH,A_GE3_DCH,FI	71.36 	83.46 	92.45 	86.26 	94.67 	96.74 	98.17 	99.24 	100.00 	100.00 	99.78 	99.43 	99.28 	99.41 	98.05 	99.56 	100.00 	100.00 	100.00 	100.00 	100.00 	100.00 	99.42 
A,PC_HH,A_GE3_DCH,FR	19.17 	28.23 	: 	: 	45.36 	71.97 	86.09 	85.65 	93.73 	96.21 	95.30 	97.09 	95.02 	95.59 	97.67 	98.10 	97.13 	98.04 	: 	99.10 	99.04 	98.90 	99.27 
A,PC_HH,A_GE3_DCH,HR	: 	: 	: 	: 	: 	58.36 	61.60 	67.12 	79.54 	83.98 	90.02 	92.66 	86.85 	91.59 	96.34 	95.25 	97.46 	97.57 	97.31 	99.25 	98.65 	99.43 	99.03 
A,PC_HH,A_GE3_DCH,HU	: 	: 	22.91 	29.23 	40.40 	53.84 	63.04 	72.92 	75.64 	79.87 	88.00 	90.75 	93.55 	93.85 	94.73 	95.40 	96.05 	97.72 	97.99 	98.40 	99.13 	98.40 	99.13 
A,PC_HH,A_GE3_DCH,IE	: 	51.78 	54.79 	64.89 	67.03 	75.02 	79.18 	86.33 	90.78 	94.86 	96.44 	95.15 	95.34 	96.21 	97.48 	98.06 	99.50 	98.42 	92.67 	100.00 b	: u	96.87 	97.26 
A,PC_HH,A_GE3_DCH,IS	: 	: 	95.00 	98.21 	98.13 	98.02 	98.15 	98.90 	99.33 	99.53 	99.69 	100.00 	99.69 	: 	: 	99.62 	99.73 	100.00 	100.00 	: 	: 	: 	: 
A,PC_HH,A_GE3_DCH,IT	44.56 	40.76 	47.99 	58.15 	58.90 	62.55 	65.33 	74.38 	79.07 	83.27 	84.81 	87.05 	89.55 	93.44 	92.55 	94.83 	96.61 	97.06 	97.46 	99.08 	98.89 	98.89 	99.51 
A,PC_HH,A_GE3_DCH,LT	: 	: 	14.63 	29.36 	67.58 	78.44 	81.73 	85.17 	86.67 	89.77 	92.30 	94.78 	93.86 	94.31 	97.40 	96.93 	98.33 	99.09 	98.54 	99.04 	99.58 	99.86 	99.41 
A,PC_HH,A_GE3_DCH,LU	46.57 	62.00 	79.47 	78.48 	88.92 	88.89 	92.63 	97.10 	98.96 	99.44 	99.47 	100.00 	99.51 	100.00 	100.00 	99.47 	97.71 b	97.11 	99.01 	100.00 	100.00 	99.57 	100.00 
